Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption,TotalUsage
1,3,Tuesday,No,0.8459513697869666,59.03372105699199,-0.16538925822412268,-0.5423458739570898,On,Off,1.0983790284777464,81.04818095914119,1
1,4,Tuesday,No,-1.538509923855501,58.92163799081712,-1.4347185338232353,0.1459103112676436,On,On,0.28800955989326166,71.22118707426318,2
1,5,Tuesday,No,-1.5989998867443538,50.79167003595968,1.3525286032426718,0.49003840388001024,On,Off,-1.1630774481852368,61.69541944263317,1
1,6,Tuesday,Yes,1.1091405530523077,39.45050029864356,-0.18441600132425712,-1.230602059181823,On,Off,-1.498707718776709,75.26679366638521,1
1,7,Tuesday,No,-0.23850624755822894,50.19481564043676,-1.6354899674218517,-0.19821778134472307,On,Off,1.5175743143454272,83.44635557416105,1
1,8,Tuesday,No,-0.45888121795657544,46.79777670742985,0.7597278533346034,1.1782945891047436,On,On,-1.1446391439330434,73.70147658568817,2
1,9,Tuesday,Yes,-0.5160287388182004,50.0710909515608,-0.722413188415068,1.1782945891047436,On,Off,0.7385176276331343,77.62714607009033,1
1,10,Tuesday,No,-1.0172071443073643,49.34474874929815,-0.8307592851278642,1.5224226817171103,Off,On,1.2677587938784538,77.45296107402339,1
1,11,Tuesday,Yes,0.033280441065626935,59.04409493310286,-1.4050125821918875,-0.19821778134472307,Off,Off,1.1799802170132865,80.98899707324453,0
1,12,Tuesday,No,1.4827957681713038,38.95180520653288,-1.2358679581454068,1.1782945891047436,Off,Off,-0.07427985614463146,87.70922567050178,0
1,13,Tuesday,Yes,0.11453239762414126,44.99331971326822,0.771283357137159,1.5224226817171103,On,On,-0.15199873003711206,83.50179530846134,2
1,14,Tuesday,No,-0.9605461558032464,51.37666889643097,-0.9097214846739605,0.49003840388001024,Off,Off,-0.4310856737049396,60.39699944712779,0
1,15,Tuesday,No,1.1229962687293618,42.92740080421014,-0.011397365683556232,-0.5423458739570898,On,On,-0.7230882212926857,89.06661082391325,2
1,16,Tuesday,Yes,0.4257605206779308,52.4572308173087,-1.0682581132918172,0.1459103112676436,Off,On,0.03250721673596248,84.99430221637239,1
1,17,Tuesday,No,-1.3553345793649085,49.27676587732855,0.39773814125671336,-0.19821778134472307,On,On,0.13784778225949018,79.55022187464053,2
1,18,Tuesday,Yes,0.7477983117792422,47.93821553745259,-1.5377603178103745,-1.230602059181823,On,On,0.9775734373285891,76.85500688033403,2
1,19,Tuesday,Yes,-1.4333827460358204,31.690187947650376,0.10286453196740043,-0.8864739665694564,Off,On,0.8852734962591163,72.36662633566371,1
1,20,Tuesday,No,-0.30187205604880646,47.82407464465471,-0.7069484904582198,1.1782945891047436,On,On,-0.9314314853674464,79.43030091050638,2
1,21,Tuesday,No,0.2847662429576246,30.03266548050545,1.1188158134867652,-0.19821778134472307,On,Off,-1.5587040378315764,85.1266719907273,1
1,22,Tuesday,No,-0.6593372608406751,30.13570643188339,0.57914505495591,0.49003840388001024,Off,Off,-0.23836126548074218,72.59865350688159,0
1,23,Tuesday,No,0.9266462363941113,45.79717917132508,0.36924627167476404,0.1459103112676436,Off,On,-0.5759092741589162,77.66773981239143,1
1,0,Wednesday,No,-1.5393150356862024,56.56906088918335,1.3022469406278745,-1.5747301517941896,Off,Off,0.04807586003641508,56.03816283332214,0
1,1,Wednesday,No,-1.1546393670748791,41.04732763368949,0.1313706091477761,-1.5747301517941896,On,On,-0.21240975075239496,73.15360829787224,2
1,2,Wednesday,No,-0.27778732444881404,48.45331094302217,1.5715025469034816,-0.19821778134472307,On,On,-0.7296734529000757,75.69639299898678,2
1,3,Wednesday,No,1.4081477680783314,41.08610338049533,-1.6431361467761447,0.834166496492377,On,On,0.07176538077056155,90.3816456495203,2
1,4,Wednesday,Yes,-1.0421232607468454,54.102774941464304,-1.6550407380359236,0.834166496492377,Off,Off,-0.8203074604997821,64.05448532882963,0
1,5,Wednesday,No,-1.1586469309606189,36.69059473071246,0.06213203921732571,0.49003840388001024,Off,On,-0.3205149788882509,62.863458827698935,1
1,6,Wednesday,Yes,-1.043907493275852,47.219181805125615,-1.1298969425255694,-0.5423458739570898,On,On,-0.8300321542510408,69.78902812684966,2
1,7,Wednesday,No,1.4356233310340132,38.917009982556,1.3387271613816907,1.1782945891047436,Off,On,0.1208201714559509,85.05730518930991,1
1,8,Wednesday,No,0.4489060895917749,51.40871089982412,-0.9786371816439672,1.1782945891047436,On,Off,-1.006356151157309,83.88917674427188,1
1,9,Wednesday,No,1.0225594577495505,52.253624756618734,-0.1611039159934313,0.49003840388001024,On,Off,-0.020246501636700765,79.80724747202207,1
1,10,Wednesday,No,-0.5455302654902763,47.40206509740008,0.2694162553997867,-0.19821778134472307,Off,Off,-1.607630546416135,62.74215841892026,0
1,11,Wednesday,No,0.5160090762560838,45.79171927425199,0.150766634456259,-1.230602059181823,Off,On,1.276285929941168,81.94478362883896,1
1,12,Wednesday,No,1.507372131416814,35.77293911419584,0.9281773186199125,0.49003840388001024,Off,On,0.67751496111173,86.11226292148204,1
1,13,Wednesday,Yes,1.0289615108041144,45.80842442360094,-0.4390699550971292,0.1459103112676436,On,On,0.49251793251339643,76.39956057610658,2
1,14,Wednesday,Yes,-0.9452177400987961,34.716298228402714,-0.29304089464346045,0.1459103112676436,Off,On,0.6591211571333147,74.36226287849098,1
1,15,Wednesday,No,-0.7384232360805962,52.321474486016086,1.053911862669056,0.49003840388001024,Off,On,1.3216707782885408,74.8163318897396,1
1,16,Wednesday,No,1.1668104679516973,48.86648943819718,-1.506270229443887,-0.8864739665694564,On,On,-1.6284562467054926,75.96073209963497,2
1,17,Wednesday,Yes,-0.5662926072913589,52.98828573310738,-0.46723160961769505,1.5224226817171103,On,Off,-1.2898820739204027,74.44139857203474,1
1,18,Wednesday,No,-0.6066187836085063,34.10068379116635,0.8927670436331011,0.49003840388001024,Off,Off,1.0400844229485973,62.11213580486496,0
1,19,Wednesday,No,1.0735531368178615,50.84425120156391,-0.5056760983825803,0.49003840388001024,On,On,-1.5092909632847666,92.77187827251257,2
1,20,Wednesday,Yes,-0.11145906033842666,32.12362493865886,1.4608138817471565,1.1782945891047436,On,Off,1.197029648814912,80.91361624369979,1
1,21,Wednesday,Yes,-0.5172638186040053,53.55827499816873,0.6079354079374495,-1.230602059181823,On,Off,0.014845476463592433,67.39138576705781,1
1,22,Wednesday,No,-0.4199442595643265,56.529050152480735,1.0619968300660116,-0.8864739665694564,On,Off,0.9254772469766196,75.60212741214488,1
1,23,Wednesday,No,-0.6966068483540931,47.90785510318572,0.5379472970975129,-0.8864739665694564,On,On,1.5179666516894794,76.45718676536139,2
1,0,Thursday,No,1.199873587515286,47.40582475559329,1.5046127149924438,1.5224226817171103,Off,On,-1.135541740374149,81.26777861557825,1
1,1,Thursday,Yes,0.9806075175471245,36.93753668910779,-0.45875259538114316,1.1782945891047436,Off,On,1.0707743209426719,91.14991229515994,1
1,2,Thursday,No,-0.2219150987489896,35.32220515688982,-1.7098087247194245,1.1782945891047436,On,Off,-0.7054186175906672,79.69723688154224,1
1,3,Thursday,No,0.4369326758846645,30.535389868038024,-1.2118951495145247,0.1459103112676436,Off,Off,-0.24210082377047012,73.88836804426923,0
1,4,Thursday,Yes,-0.2007642845953314,41.24731776348571,1.087840413690696,0.834166496492377,Off,Off,-1.6364364593874068,74.97644951312583,0
1,5,Thursday,No,-0.1568697442897232,49.28924731371001,1.5319784501713711,0.49003840388001024,On,On,0.3364261829735872,80.94999011077955,2
1,6,Thursday,No,-0.40745590548917965,30.01597450346074,0.21230684558648064,-0.5423458739570898,Off,Off,0.864511200455905,63.92393849450811,0
1,7,Thursday,No,0.41472849088454394,38.81002665846098,0.7163999696309146,0.1459103112676436,On,On,-1.298226053739058,80.79109195683546,2
1,8,Thursday,No,-0.5392986837597676,56.64689276218478,0.04919152960662331,-0.8864739665694564,Off,Off,0.2116221045776934,79.07794498876416,0
1,9,Thursday,No,-1.5440811298394224,43.91625232507904,0.010443018532934223,1.1782945891047436,On,Off,-0.10518902886494183,74.11810022464476,1
1,10,Thursday,Yes,1.1185138025571422,35.04883730393866,0.3059566876111049,-0.19821778134472307,Off,Off,-1.317532421078701,78.7514888583306,0
1,11,Thursday,Yes,-0.00610699665348026,31.61775716052685,-1.0376172631197618,-1.5747301517941896,Off,Off,-0.6335312092641676,78.67500496466604,0
1,12,Thursday,Yes,0.33850959100944494,52.773956117420695,0.5365236471336468,1.1782945891047436,Off,On,-0.9029778211928166,80.82165747071468,1
1,13,Thursday,Yes,-1.040541534118834,58.58237015724076,1.0505252745856049,1.1782945891047436,On,On,-1.275473062171524,67.27265525670609,2
1,14,Thursday,No,0.4850891453677081,36.69538886283952,1.4758842975642479,-1.230602059181823,Off,On,0.4641604169893578,66.87386981538799,1
1,15,Thursday,No,-0.7746781877450293,54.804951803719845,-0.47451816729445656,-0.8864739665694564,On,Off,0.4924164578831543,75.02685535915874,1
1,16,Thursday,Yes,-1.495595633714251,30.153231229241623,-0.406361664755173,-0.5423458739570898,On,On,-0.3357340340341066,76.22825756240682,2
1,17,Thursday,No,-1.6043161191488096,30.35182674586485,-0.7142361757354095,-1.5747301517941896,On,Off,-1.6526336341843653,68.44825119479881,1
1,18,Thursday,Yes,-0.2654805217115115,57.57155113666142,-0.4128938685400254,-0.19821778134472307,Off,On,-1.0031231672232628,68.74994600668715,1
1,19,Thursday,Yes,-0.6004785610763769,50.627431038605486,-0.6658451076933374,1.5224226817171103,Off,Off,0.09048762996044332,76.43135425284179,0
1,20,Thursday,Yes,-0.9012801723714704,46.233114529248425,-1.2359013077804961,0.49003840388001024,Off,Off,-1.3106566670294124,80.01859200003511,0
1,21,Thursday,No,1.4895399924065524,59.39622953892751,-1.363380910601951,-0.5423458739570898,Off,On,1.3483469601883629,77.32851080574274,1
1,22,Thursday,Yes,-0.6597486145546189,48.55911455754428,0.616652825531163,1.5224226817171103,Off,Off,-1.6057323805227746,73.08128158834285,0
1,23,Thursday,Yes,-1.1606243490190606,31.5312216070165,-0.6972992855035904,-0.5423458739570898,Off,On,-0.07102245952206292,76.49106519530412,1
1,0,Friday,No,0.8386491891817535,31.28281847871399,-1.226829757124745,-0.19821778134472307,On,Off,-1.5353130099321401,79.28141564158575,1
1,1,Friday,Yes,0.7243563197097067,45.03310653071421,-0.9261459850009496,-1.5747301517941896,On,Off,0.9690472201859766,73.47964081168632,1
1,2,Friday,No,0.592271953655937,31.90025415059748,0.1892998445170886,-0.8864739665694564,Off,On,-0.4253704555969539,66.33714108671694,1
1,3,Friday,Yes,0.5804356706124346,40.086379712086135,1.4562474524594513,-0.19821778134472307,On,On,-0.11064918651159655,81.85160554176544,2
1,4,Friday,No,1.361310882313409,55.72124086090402,0.844067026040092,0.49003840388001024,Off,On,1.3495882513619797,72.80526954832648,1
1,5,Friday,Yes,1.2820490409382734,43.599785839377375,-1.3453011784807956,-0.19821778134472307,Off,On,-1.2453586130342167,74.51737038420895,1
1,6,Friday,No,0.011756105680658484,38.75725353435492,0.33227715771158567,-0.19821778134472307,On,Off,-0.33852784373806527,75.92716537758582,1
1,7,Friday,No,-0.7616731860203955,47.20063030754908,0.607035187290709,-0.8864739665694564,Off,On,-0.8563652670350943,73.02425358538392,1
1,8,Friday,Yes,0.36235815704428853,30.2529491180166,-1.0274171848758593,-1.5747301517941896,On,On,0.02658620051234732,81.38526021881859,2
1,9,Friday,No,0.3806393052679368,33.847447353036294,-1.4821515310378337,-1.5747301517941896,On,Off,1.1414919979618974,77.79518407310698,1
1,10,Friday,Yes,-0.26186914561052455,45.95929179731429,1.2044561381877477,0.1459103112676436,Off,Off,0.22804359612413566,64.55218318369768,0
1,11,Friday,Yes,1.2077895197110564,40.104237056078375,1.083135751384018,1.1782945891047436,Off,On,0.6078382545441414,81.8901146901959,1
1,12,Friday,No,1.641252042430489,57.73087568648032,0.30506341669945264,1.5224226817171103,Off,On,1.4799637518859095,90.00918791745602,1
1,13,Friday,No,-1.5822457734223874,35.859122809601445,-0.3078038812206119,-0.8864739665694564,On,Off,1.4644139625864099,68.4700833421926,1
1,14,Friday,No,-0.2417448633208827,37.9585969068838,0.9733854528548309,-1.230602059181823,On,Off,0.9205857776845348,79.257313029097,1
1,15,Friday,No,1.3017057416959839,52.564164664071725,0.08980067908183194,-0.8864739665694564,Off,Off,0.08229964880022851,76.83539689058603,0
1,16,Friday,Yes,0.8350803547099741,37.21532157557735,-0.8438297707388093,0.49003840388001024,On,On,1.403541332056174,88.57727870029969,2
1,17,Friday,Yes,-0.728064470844323,38.51530365957864,0.8616470780899383,1.1782945891047436,On,Off,0.07413369361012538,73.28393544110416,1
1,18,Friday,No,-1.6029519076035303,48.81124507974531,-1.0857788092124157,-1.230602059181823,Off,Off,-1.5149898329424416,68.43520744444696,0
1,19,Friday,No,0.2891424298350592,35.01392772324811,0.8975222947246604,-1.230602059181823,Off,On,-0.6974426243579618,74.09351699179453,1
1,20,Friday,No,1.064584772373106,51.848877434806695,1.5597904371582527,-0.8864739665694564,Off,On,1.393990192092872,73.20578305573105,1
1,21,Friday,Yes,0.8520756224306617,36.16511406720546,-1.1257817053729415,1.5224226817171103,On,Off,0.636585294325554,80.45955841711948,1
1,22,Friday,No,1.2701238297233974,31.2086057407159,0.42005200561854167,0.49003840388001024,On,On,0.45339018667568765,98.76175414998474,2
1,23,Friday,Yes,-1.5229667073407163,44.10449498904271,-0.07112798006851673,-0.19821778134472307,On,On,0.14260172397787912,71.87972003300972,2
1,0,Saturday,No,-0.9255289001336099,46.87685194469043,-0.9373711929561249,0.834166496492377,On,Off,-1.2532362228618203,77.5715959063305,1
1,1,Saturday,No,-0.3487140400588722,57.39942542915991,0.8105936158686896,-0.8864739665694564,On,Off,-1.2940013208793728,67.96327936750484,1
1,2,Saturday,Yes,-1.132350908873907,59.790441487523765,-0.932433141506129,-1.5747301517941896,Off,On,-0.528562827111385,69.33178402230232,1
1,3,Saturday,No,-0.7172035824418926,41.41677493407828,0.5337519954236419,-1.5747301517941896,Off,On,-1.5381018992467865,69.07359498820098,1
1,4,Saturday,No,1.5443380490943495,43.95863614388401,-0.22219144365680124,1.1782945891047436,Off,On,1.3081691029761309,98.84375583052464,1
1,5,Saturday,Yes,0.7676675953852174,54.12840021268828,0.2202583328208228,-0.8864739665694564,Off,Off,1.3913073922435788,79.49779512537728,0
1,6,Saturday,Yes,1.5279681128574165,30.161939935131794,1.6601997054352196,-1.5747301517941896,Off,Off,-0.5937228579802928,87.54904071367156,0
1,7,Saturday,Yes,-0.062486631523591414,51.30005117343754,0.30033599484290874,-0.19821778134472307,On,Off,1.1681357324729025,84.95971162482081,1
1,8,Saturday,Yes,-1.2497092623839454,48.9670151685187,0.16625451158633506,0.834166496492377,On,Off,1.2527493258309519,69.62319925097123,1
1,9,Saturday,No,-0.9385939032334321,42.400939565641885,1.3678205709174793,0.834166496492377,On,Off,0.15867147129134943,76.4254060741374,1
1,10,Saturday,Yes,0.271207951675107,54.7639034963719,0.17182236890764158,1.1782945891047436,On,On,1.2978006922755922,89.20534467992567,2
1,11,Saturday,No,-0.9905990870885568,34.36804731350564,-1.4879007033187652,0.834166496492377,On,On,0.6425168079841782,74.95950368092542,2
1,12,Saturday,Yes,1.3981941154296065,48.58511627864109,-0.2063862146982817,1.5224226817171103,Off,On,0.6349964586039651,91.70325794178096,1
1,13,Saturday,No,-0.4092176884015561,51.28069806803836,0.9454487839120624,1.5224226817171103,On,Off,0.3713193802944326,73.09132362166658,1
1,14,Saturday,Yes,1.5186333336286613,56.32454259660986,0.3823709066757603,-0.5423458739570898,On,On,0.1473408300048663,92.85040372930234,2
1,15,Saturday,No,0.699835626583985,46.22075990562166,-0.7587789321577156,0.834166496492377,On,On,0.17027896627950223,86.26883863574577,2
1,16,Saturday,Yes,-1.4823431125749071,47.20201305494823,-0.5826159580371615,0.49003840388001024,On,On,1.0832282955211763,77.55394617007619,2
1,17,Saturday,No,1.3454888727264258,48.46870703704044,1.2035457035152335,0.49003840388001024,Off,Off,0.9375828539330302,78.92474327254632,0
1,18,Saturday,No,0.4887483906380986,53.3854022508422,-1.067897659943979,-0.5423458739570898,On,On,-1.4732595589515451,74.38816585487947,2
1,19,Saturday,No,1.001490783656657,32.15155705606512,-0.8851891394629333,-0.19821778134472307,On,Off,-0.00664571093866785,89.49271921516606,1
1,20,Saturday,Yes,1.355871056041181,41.488720211785065,1.4917994049200027,-1.5747301517941896,On,On,-0.8284395453198438,79.78630032428333,2
1,21,Saturday,No,-0.44947828508579374,30.50283983739837,0.5889745799792175,-0.8864739665694564,On,On,-1.1940447336263125,79.60206955029179,2
1,22,Saturday,No,-0.22540527872768135,37.77295911215892,-1.4113299492385816,1.1782945891047436,On,Off,1.1184897668612719,74.92464777020584,1
1,23,Saturday,No,0.3851196355765076,43.02256193903126,0.2373702831563971,-0.8864739665694564,Off,Off,-1.0775016743967296,69.36561643713308,0
1,0,Sunday,No,-1.6240222042992432,41.51952182100692,-1.4702981920067715,-1.5747301517941896,On,On,0.8388209096661509,69.73709712547185,2
1,1,Sunday,Yes,0.9466623446223673,41.2123453470346,-1.4702999892628927,-1.5747301517941896,On,On,-0.8266216467614992,83.06354933768394,2
1,2,Sunday,No,1.4737838726265917,34.76474986694723,-1.0501680642995415,-0.19821778134472307,On,Off,1.3989247643145872,78.13585396241895,1
1,3,Sunday,No,1.6590390895022982,48.88721859727136,0.4046055699702199,1.1782945891047436,Off,Off,0.9721122380559931,85.89515636120859,0
1,4,Sunday,Yes,1.0206919900181244,51.93560521955875,0.8945161872785977,-0.5423458739570898,Off,Off,0.9641729135239621,75.90956928254148,0
1,5,Sunday,No,0.997586065629053,59.304351971356965,1.3088440234969871,0.1459103112676436,Off,Off,0.9295149985726203,76.66893627962274,0
1,6,Sunday,Yes,0.4477116489836128,44.76515491709882,-0.2574171945068491,-0.19821778134472307,On,Off,0.7573327202360729,82.96533967112204,1
1,7,Sunday,No,1.5119347905471725,47.04959550061028,-1.0007530366664517,-0.5423458739570898,Off,On,0.7216145006192917,83.01619774663669,1
1,8,Sunday,Yes,-0.5883618681839796,47.704552288658746,1.0418760897087314,-0.5423458739570898,On,Off,-0.9086211873718617,79.1237253482039,1
1,9,Sunday,No,-1.0880388878845755,56.53215874226805,-0.9272409271959495,-0.19821778134472307,On,On,-1.3237121759585315,75.31283757044484,2
1,10,Sunday,Yes,1.5348184807532166,37.12314738289009,0.5401457704205301,-1.230602059181823,On,Off,-1.2912658824222276,88.20706667134657,1
1,11,Sunday,No,-0.718329070339027,52.292166781480525,-0.14205715691669074,-1.230602059181823,Off,On,1.0696386066606531,73.5590518123568,1
1,12,Sunday,No,-0.7520299622807555,45.55197539134731,-1.140368978232602,0.49003840388001024,On,Off,-0.46642591608382516,77.84733817583752,1
1,13,Sunday,Yes,0.6689643244027615,59.45697848150574,0.49379935017326226,-1.5747301517941896,On,Off,-0.8199409912051348,80.05988641915772,1
1,14,Sunday,No,-0.981663942270331,54.98949618706688,1.5014171216527175,-1.230602059181823,On,On,-1.0625332285953524,73.8627328825861,2
1,15,Sunday,Yes,-0.6025003942092919,49.686432123732175,-0.29088559968741395,-0.5423458739570898,On,Off,-0.07615552728918899,72.58267635779946,1
1,16,Sunday,Yes,0.8806087650993201,34.41915558000024,1.3502781236105939,0.49003840388001024,Off,On,0.6584523769908397,85.14000480874805,1
1,17,Sunday,Yes,0.5474558675656166,57.42525064014365,-1.4429820626645347,0.1459103112676436,Off,On,-0.6608046789783313,75.80524543517814,1
1,18,Sunday,No,-0.541712278982358,44.40950840202229,-1.3786403044989217,-0.19821778134472307,On,Off,-0.06646446189066177,70.55942710998752,1
1,19,Sunday,No,-0.8668057608713982,57.011967365410015,1.3332846354531125,-0.5423458739570898,On,On,0.06097233028780723,73.4135680602193,2
1,20,Sunday,Yes,1.622317924908408,51.594090180539055,1.642497334326225,-0.8864739665694564,Off,On,-0.9012419183867739,81.75602366870022,1
1,21,Sunday,No,1.0030168384352278,51.60868413370088,0.8188624499109467,-0.5423458739570898,On,Off,1.1237201230311045,86.77321944203945,1
1,22,Sunday,Yes,0.07329360980155487,40.84694609571751,-0.14014915721798804,-0.8864739665694564,On,On,-0.09863197104747083,67.2160954151652,2
1,23,Sunday,No,-0.1482354227144009,58.37059510321824,0.8190699656701004,-1.5747301517941896,Off,Off,0.5306464963583271,71.72715985552911,0
1,0,Monday,No,0.4570626734941357,59.95006001218383,0.03240576611095862,0.1459103112676436,On,On,-1.2543901937504076,82.49632388751793,2
1,1,Monday,Yes,0.8749512849176438,58.64581142150556,0.23969399175616282,-1.230602059181823,On,Off,-1.6531892201519813,76.73768631844267,1
1,2,Monday,Yes,0.5204933538820145,51.74017409807628,-1.6296071957631184,-0.5423458739570898,On,On,1.1018057219010713,93.21841404930304,2
1,3,Monday,Yes,-1.0000583357880426,56.233381450685926,-1.221695106625753,-1.230602059181823,Off,On,-1.1106983500134473,78.39455065208094,1
1,4,Monday,No,-0.15677633460914706,56.055887945403775,-0.03967028809902678,-0.19821778134472307,Off,Off,0.8061230462795437,68.49891727822094,0
1,5,Monday,No,0.3580967341002485,54.84866880763252,-0.11691501956606927,0.1459103112676436,On,Off,-1.11506138200118,73.6236893035594,1
1,6,Monday,No,0.8794919264849459,57.46459560727666,-0.7277723742153241,-1.230602059181823,On,Off,0.8546859585964551,84.16006699905145,1
1,7,Monday,No,-0.42320603685697644,34.09427409092388,-0.3549102139023013,-1.5747301517941896,Off,On,0.5888041336561505,71.95239611852183,1
1,8,Monday,No,1.087293323823127,53.14133165053839,1.4789121650620007,-1.5747301517941896,Off,On,-0.1592329797103609,86.85307892429685,1
1,9,Monday,Yes,-0.5441274004132169,52.13917932411496,-0.8790438603986029,-0.8864739665694564,On,Off,0.8555683567496329,76.96119913359442,1
1,10,Monday,No,-0.47146906713351744,38.97781596649449,1.0353182528557563,-1.230602059181823,Off,Off,-1.3191950702130326,64.73408495868908,0
1,11,Monday,Yes,-1.3574046672323035,39.2879234253257,0.7762065379621749,-0.19821778134472307,Off,On,0.9927620540343597,60.71934920375879,1
1,12,Monday,Yes,-0.22629642096150115,32.21080270162369,-1.013938650416614,-1.230602059181823,On,Off,-1.435472679496349,79.53641349473892,1
1,13,Monday,Yes,-0.6864431361530019,54.96598679410589,0.2553903562904619,-0.8864739665694564,Off,Off,0.4658584513625814,71.89591789087714,0
1,14,Monday,Yes,0.9620852268879333,57.02119197421558,-0.7740664818162901,-0.8864739665694564,On,Off,-1.3005645358895204,82.2988006202536,1
1,15,Monday,Yes,1.274228292761209,36.07354817760383,0.25296840782891167,1.5224226817171103,On,Off,1.4180357472025282,86.26459141524661,1
1,16,Monday,Yes,0.5042711566160516,46.1782262074349,0.7384094343585359,-1.230602059181823,On,Off,-1.4362128158142993,77.18138142626093,1
1,17,Monday,No,0.736025304385758,33.58135304010558,-0.17002286937411368,-0.19821778134472307,On,Off,-1.1892517211566005,88.35160574829843,1
1,18,Monday,Yes,1.0396270252393138,38.08648856929087,1.4538333046798322,-1.5747301517941896,On,On,1.1874917757546415,79.6683096222516,2
1,19,Monday,No,-0.08833633140202954,50.18479374821999,1.3281967834867716,0.49003840388001024,Off,On,-0.8641635739611807,75.38754513746487,1
1,20,Monday,Yes,0.06812731832792963,37.59348909576118,1.2356644049089553,0.49003840388001024,Off,On,-1.0948515552269165,79.43136341116085,1
1,21,Monday,Yes,0.9773004317151026,59.95451433327965,0.013231089513175177,1.1782945891047436,Off,On,-1.2521342162475975,90.89850706078848,1
1,22,Monday,Yes,-1.4680586667439637,35.045495691396304,1.330704787891018,-0.5423458739570898,Off,On,0.48831757959599575,58.82047314243,1
1,23,Monday,Yes,-1.2456735768877458,59.85922163855052,0.09256910225789583,-1.5747301517941896,Off,On,0.5864005342114931,63.87592665995615,1
2,0,Tuesday,Yes,1.0644680872364138,41.70193860807349,1.2093193230641657,-0.5423458739570898,On,Off,-1.6069603362466056,92.37619236149315,1
2,1,Tuesday,No,0.6696388859915359,45.603420189035305,-0.3860085971490277,0.1459103112676436,Off,On,-0.2735123465535043,78.40883003590025,1
2,2,Tuesday,No,-1.121354854774036,54.37553320435407,0.793689642001542,-0.19821778134472307,Off,Off,0.9630941986590431,67.42856121374454,0
2,3,Tuesday,No,1.0334551417288989,42.00546783907772,1.0276849702858846,0.49003840388001024,Off,Off,-1.5516648110704494,72.95782970185579,0
2,4,Tuesday,No,0.9704224011418158,41.32992611786696,-0.5213975988365226,1.5224226817171103,On,Off,-0.0977763935241722,84.57865296861532,1
2,5,Tuesday,Yes,1.1009172659221662,42.78462936511858,-1.249468164608907,-1.230602059181823,Off,Off,-0.6239864103032173,61.49139444812299,0
2,6,Tuesday,Yes,0.8610855605568826,41.41368170676517,-0.7043972973532128,1.1782945891047436,On,Off,1.4168387257650363,88.92697402276784,1
2,7,Tuesday,Yes,-1.447384943026884,44.47699544364728,-0.7082265737540042,1.5224226817171103,On,Off,-1.544712894994318,73.05025239553935,1
2,8,Tuesday,Yes,0.3467673601035864,38.59812919662812,1.0855443901532333,0.834166496492377,On,On,-0.6143530925876162,81.88643449439485,2
2,9,Tuesday,No,-1.2279959874603454,53.08541654150015,1.543048638514286,-1.230602059181823,Off,Off,0.028023588023395902,58.24209602013117,0
2,10,Tuesday,Yes,-0.1805955601971964,58.18814022099643,0.18778034174795577,-0.19821778134472307,On,On,0.6040256906312473,75.1212922278161,2
2,11,Tuesday,No,1.4305511291377881,47.3511033248129,-1.611636146427529,0.834166496492377,Off,Off,-1.5485331853520505,85.90455015626561,0
2,12,Tuesday,No,0.21527416082992964,56.72951451268911,0.5469665449982574,-0.5423458739570898,Off,On,0.1369800378549419,76.74886744332281,1
2,13,Tuesday,Yes,-0.09039626669608992,38.46964242478776,-0.6409608842228075,-1.230602059181823,Off,On,-1.5378497186840294,64.20732944502826,1
2,14,Tuesday,No,-1.5524876662759668,58.49865436329298,0.28276430474966585,0.1459103112676436,Off,Off,0.8443353105031101,56.8498285541253,0
2,15,Tuesday,No,1.547674708853231,33.01159594665208,-0.4694081505262113,-1.5747301517941896,On,Off,1.4787839182865705,87.79268634679283,1
2,16,Tuesday,Yes,0.2315203959332379,56.066408451002346,0.7852011388401202,0.1459103112676436,Off,Off,-1.6245590946030881,71.45984361527782,0
2,17,Tuesday,No,0.23088100994333033,57.80122107396425,-1.298395572144654,0.49003840388001024,Off,Off,0.00986282589757073,73.9768404279642,0
2,18,Tuesday,Yes,-0.07515286533078212,59.49961628186696,-0.8114599498158541,1.1782945891047436,On,Off,1.2057416478357832,76.26762690060934,1
2,19,Tuesday,Yes,1.2977227425729514,44.82811340284312,1.1159754026736,0.834166496492377,On,Off,0.4200606476631819,90.01825906112286,1
2,20,Tuesday,No,0.08829691963409099,58.63396634552838,0.3322563566551862,0.1459103112676436,Off,On,-0.05092304583199592,79.76646360598038,1
2,21,Tuesday,No,-0.11871256895085262,36.11300246352433,-1.012789563179291,0.1459103112676436,On,Off,1.3371187940476854,87.17029521230282,1
2,22,Tuesday,Yes,-0.18770141586972117,34.52068966283053,-0.35972834566370765,1.5224226817171103,Off,On,-1.5805605617404819,80.87061710074885,1
2,23,Tuesday,No,0.42923141269466875,46.65924797895971,0.3713857268942939,1.1782945891047436,On,Off,-0.7571253878328432,88.08448919703298,1
2,0,Wednesday,Yes,0.15930423951664915,45.75602507990048,0.535702222277873,-0.8864739665694564,On,Off,-1.1667051395041155,75.22014747070905,1
2,1,Wednesday,Yes,1.5463718912078088,56.292870357980505,-1.3424419405574313,1.5224226817171103,Off,On,1.565495561332707,81.22613097183303,1
2,2,Wednesday,No,-0.3050019913840078,56.048665183860194,1.679691998087498,-1.5747301517941896,Off,On,0.5161146135934188,72.72344605181073,1
